タイトル,あらすじ,ジャンル
ロボコップ (字幕版),近未来のデトロイト。殉職した警官が、警察経営を請け負う会社の手によりサイボーグにされる。クロムメッキが施された頑丈なロボットで、犯罪取締が目的とされていた。しかし彼は、警察ロボットになったにも関わらず、自分の体を切り刻んだ会社への復讐の機会を狙っていた。,アクション
マライア・キャリー　クリスマスにほしいもの (吹替版),マライアが、ペットショップでプリンセスと名付けられた可愛らしい子犬を見つけた時、クリスマスにほしいものはこれだ！と、はっきり分かった。でも、そのクリスマス・プレゼントの願いをかなえるために、いたずら犬のジャック（ホント、この近所じゃ最悪なヤツ！）を手なずけられることを証明することに.,キッズ
人生スイッチ(吹替版),私たちの日常の中には、切り替えてはいけないスイッチがある。それは身近にあってうっかり押したときには、時すでに遅し。何がきっかけで押してしまうのか、押したらどんな世界が待っているのかー覗いてみよう。(C)2014Kramer ＆ Sigman Films / El Deseo,"コメディー,サスペンス,ドラマ"
Once Upon a Time in America (字幕版),セルジオ･レオーネの遺作。ニューヨークのユダヤ人ギャングの 生涯を描いた作品。,ドラマ
天使にショパンの歌声を(字幕版),白銀の世界に佇む小さな寄宿学校。そこは音楽教育に力を入れ、コンクール優勝者も輩出する立派な名門校だった。しかし、修道院による運営が見直され、採算の合わない音楽学校は閉鎖の危機に直面する。校長オーギュスティーヌは抵抗し、音楽の力で世論を動かす秘策を考える。一方、転校してきた姪・アリスに天性のピアニストの才能を見出すが、孤独で心を閉ざしたアリスは一筋縄ではいかない問題児だった(C)2015-9294-9759 QUEBEC INC. (une filiale de Lyla Films Inc.),ドラマ
ザ・ウォ一ル (吹替版) (4K UHD),２００７年、アメリカ兵のスナイパーであるアイザックとマシューズは、イラクの荒廃した村で、瓦礫の中に潜むであろう敵を狙っていた。近辺にはアメリカ兵の死体がいくつも転がっていた。２０時間経っても敵の動きはない。その時、想定外の場所から銃撃に遭いマシューズはその場に崩れ落ちる。アイザックは慌てて援護に向かうが、同様に銃撃に遭い脚を負傷。命からがら壁の背後に逃げ込んだ。アイザックは通信機で救助を呼びかけるが、どうやら故障してしまったらしく通じる気配がない。諦めかけた頃、無線から声が届く。安堵の表情を浮かべるアイザックだったが、声の主のふとしたアクセントに違和感を感じ、それが仲間ではないことに気付く。無線の向こうから語りかけていたのは、“死神”としてアメリカから恐れられていたスナイパー＜ジューバ＞の声だった。 Rating G (C) 2017 AMAZON CONTENT SERVICES LLC,アクション
デス・レース４ アナーキー (字幕版),近未来のアメリカ。爆発的な犯罪の増加により都市は悪の巣窟と化していた。そこで政府は都市の一部に壁を築き凶悪犯たちを閉じ込めていた。そこでは殺人レース「デス･レース」が行われ、謎の覆面レーサー”フランケンシュタイン”が君臨していた。警察は制圧に動くがことごとく失敗。そんな時、囚人コナーが現れ、フランケンシュタインに闘いを挑むのであった。,アクション
ハード・パニッシャー（字幕版）,大切な家族の命を奪われた時、男は冷酷な処刑人と化す！容赦なきハード・ボイルド・リベンジ・アクション！(C) 2013 Vendetta Films Ltd. All Rights Reserved.,"アクション,アドベンチャー"
Copycat (字幕版),猟奇殺人に詳しい心理学者ヘレンは大学での講演後、カラムという青年にトイレで襲われる。辛くも一命を取り留めたものの、ヘレンはこの事件が契機となって“屋外恐怖症”になっていた。,"サスペンス,アドベンチャー"
キス・オブ・ザ・ドラゴン(字幕版),巨大麻薬密売ルートを暴くためパリに来たリュウ（ジェット・リー）捜査官。だが、パリ警察のリチャード捜査官（チェッキー・カリョ）の罠にはまり殺人の罪を着せられる。執拗に追跡してくる捜査官から逃げるリュウは、やがて一人の娼婦ジェシカ（ブリジット・フォンダ）に出会う、彼女もまた、同じ捜査官に娘を奪われ陰謀に協力させられていたのだ。そしてリュウは身の潔白を証明し、ジェシカの娘を救出するため、単身巨悪に壮絶な戦いを挑む！(C) 2001 - EUROPACORP. All rights reserved,アクション
ウォーターワールド(字幕版),何世紀にもわたる環境破壊の末、地球が海で覆われた未来世界。人類は“アトール”と呼ばれる浮遊都市の上で生き延びようと必死だった。しかし、人々の中には、神話のように語り継がれてきた伝説の陸地“ドライランド”が存在すると信じる者がいた。,"アクション,SF,アドベンチャー"
２１ジャンプストリート (字幕版),童顔の新人警官コンビが青年犯罪撲滅のために高校での潜入捜査を開始する。,アクション
シェフ！〜三ツ星レストランの舞台裏へようこそ〜 (字幕版),"超高級フレンチレストラン""カルゴ・ラガルド""は、ベテランシェフ・アレクサンドルのスランプで存続の危機に立たされていた。そんな折、アレクサンドルは天才的な舌を持つペンキ塗りのジャッキー・ボノに出会う。更に素人シェフたちも仲間に加わり、この問題だらけの＜寄せ集めシェフ＞たちはレストランを守ろうと立ち上がるが…。(c)2012　GAUMONT / TF-1 FILMS PRODUCTION / A CONTRACORRIENTE FILMS",コメディー
